Title,Year,Rating,Box Office,Category
Movie D,2020,9.7,201898826.66,Action
Movie D,2012,9.7,227222049.8,Action
Movie D,2007,9.7,119594300.05,Romance
Movie C,1995,9.7,690473804.8,Crime
Movie C,1996,9.7,736434188.47,Crime
Movie D,2009,9.7,755634610.5,Romance
Movie E,2011,9.7,770644008.45,Action
Movie B,2023,9.7,846636002.5,Crime
Movie C,2002,9.7,334307574.41,Comedy
Movie B,2001,9.7,33576046.94,Drama
Movie E,1999,9.7,462650289.77,Drama
Movie A,2023,9.7,901490923.33,Romance
Movie C,2000,9.7,882075334.33,Crime
Movie E,2007,9.7,976253326.45,Drama
Movie E,2011,9.7,161512343.36,Comedy
Movie A,2005,9.7,357871715.8,Crime
Movie A,1997,9.7,943739408.37,Comedy
Movie E,2006,9.7,790860224.12,Comedy
Movie B,2021,9.7,934195628.63,Action
Movie C,2004,9.7,87872379.57,Drama
Movie B,2020,9.7,592776247.09,Action
Movie D,1984,9.7,478708319.13,Comedy
Movie D,1994,9.7,715406240.2,Crime
Movie A,1994,9.7,224469347.93,Drama
Movie D,2001,9.7,459560551.08,Crime
Movie B,1982,9.7,840064770.43,Drama
Movie C,1991,9.7,11349191.52,Crime
Movie B,1987,9.7,283870454.52,Comedy
Movie A,2010,9.7,465702811.25,Action
Movie C,1984,9.7,625292980.12,Crime
Movie C,2022,9.7,791409944.91,Crime
Movie E,2003,9.7,147036998.55,Crime
Movie C,1995,9.7,817881927.26,Action
Movie C,1985,9.7,508904433.72,Romance
Movie A,2007,9.7,437936071.77,Drama
Movie E,2017,9.7,490731771.91,Action
Movie C,2022,9.7,294242759.34,Crime
Movie C,1983,9.7,316480159.85,Crime
Movie D,2015,9.7,946464125.05,Action
Movie A,1982,9.7,255843647.67,Crime
Movie C,1980,9.7,765038732.17,Comedy
Movie C,1995,9.7,570337523.76,Drama
Movie E,1983,9.7,494281747.9,Comedy
Movie A,1996,9.7,341771952.21,Comedy
Movie D,1997,9.7,292369721.24,Romance
Movie D,2002,9.7,220260401.59,Romance
Movie C,2018,9.7,310219960.88,Romance
Movie E,2021,9.7,615703493.22,Drama
Movie B,2020,9.7,154745051.0,Drama
Movie B,1980,9.7,407409298.83,Action
Movie B,1985,9.7,97941295.58,Action
Movie C,2011,9.7,839639768.78,Action
Movie D,1997,9.7,704356417.63,Crime
Movie E,2009,9.7,681138956.24,Crime
Movie E,2014,9.7,508479313.23,Romance
Movie B,1982,9.7,304516634.27,Action
Movie D,2007,9.7,80751355.92,Romance
Movie D,2003,9.7,857551376.58,Romance
Movie D,2004,9.7,446151052.46,Action
Movie A,1991,9.7,226311352.74,Drama
Movie E,2012,9.7,616700947.14,Crime
Movie B,2009,9.7,544667206.8,Action
Movie C,1989,9.7,484999676.4,Action
Movie B,1988,9.7,805730110.59,Action
Movie B,1990,9.7,657296723.99,Crime
Movie C,2010,9.7,802459263.25,Action
Movie D,2005,9.7,666569056.51,Comedy
Movie C,1997,9.7,249323908.99,Romance
Movie D,2019,9.7,824420710.39,Comedy
Movie B,1999,9.7,558342743.41,Comedy
Movie B,2003,9.7,879305640.65,Action
Movie C,2010,9.7,986454944.23,Crime
Movie E,1999,9.7,857551376.58,Crime
Movie D,2000,9.7,633738656.52,Drama
Movie E,2014,9.7,684279964.94,Action
Movie B,2019,9.7,578532452.67,Comedy
Movie C,1980,9.7,361144770.53,Drama
Movie C,1991,9.7,533995665.34,Crime
Movie B,2010,9.7,163188153.94,Drama
Movie C,2010,9.7,584960028.56,Action
Movie B,1988,9.7,283404935.74,Drama
Movie C,2001,9.7,806752039.33,Action
Movie B,2013,9.7,484949285.77,Comedy
Movie C,2016,9.7,44951750.81,Comedy
Movie A,2008,9.7,412251765.18,Comedy
Movie B,2020,9.7,382430845.02,Drama
Movie C,2007,9.7,589493446.59,Comedy
Movie E,2017,9.7,891872607.29,Comedy
Movie E,1980,9.7,194481947.51,Comedy
Movie A,1995,9.7,651307108.75,Comedy
Movie A,2019,9.7,931442169.81,Action
Movie A,2010,9.7,921868039.42,Romance
Movie C,2003,9.7,960443881.11,Action
Movie B,1987,9.7,106318533.34,Romance
Movie C,1998,9.7,252775082.44,Drama
Movie A,2016,9.7,308897981.33,Crime
Movie A,2017,9.7,912563851.44,Romance
Movie D,2013,9.7,468495810.46,Crime
Movie E,2016,9.7,206920964.74,Drama
Movie E,1981,9.7,341782465.06,Drama
Movie B,1993,9.7,224474761.93,Crime
Movie D,1983,9.7,859363788.55,Romance
Movie E,1986,9.7,355927242.89,Drama
Movie D,1987,9.7,476842002.39,Drama
Movie E,2015,9.7,639979670.38,Crime
Movie E,2008,9.7,813562430.31,Romance
Movie B,2017,9.7,204454294.09,Comedy
Movie A,2011,9.7,315645941.04,Comedy
Movie E,1990,9.7,928601302.82,Action
Movie B,2000,9.7,972765944.01,Drama
Movie A,2000,9.7,16235185.97,Action
Movie C,1980,9.7,585476242.14,Crime
Movie C,1989,9.7,529484422.77,Drama
Movie B,1993,9.6,176691219.26,Action
Movie D,1983,9.6,570992567.7,Crime
Movie A,1987,9.6,912260831.48,Action
Movie B,1980,9.6,687240574.17,Action
Movie A,2000,9.6,755772338.45,Drama
Movie B,2010,9.6,936287015.14,Comedy
Movie D,2004,9.6,374590325.95,Romance
Movie C,1987,9.6,699898662.39,Crime
Movie A,2015,9.6,330117062.11,Action
Movie A,1992,9.6,14632327.46,Action
Movie A,2001,9.6,797460699.37,Drama
Movie E,1991,9.6,446706426.65,Romance
Movie A,2019,9.6,7035754.19,Romance
Movie A,1984,9.6,111210779.85,Romance
Movie D,2020,9.6,816996518.02,Crime
Movie D,2004,9.6,167439711.92,Drama
Movie C,2011,9.6,512472605.94,Romance
Movie B,2003,9.6,606188048.45,Romance
Movie A,1999,9.6,789910380.52,Drama
Movie B,1990,9.6,912524606.43,Crime
Movie D,1996,9.6,937161499.94,Romance
Movie D,1988,9.6,356919465.07,Romance
Movie B,2007,9.6,54707080.39,Drama
Movie E,1992,9.6,44310373.42,Action
Movie C,2017,9.6,688628825.21,Drama
Movie E,1991,9.6,31098853.86,Action
Movie D,2000,9.6,998494555.79,Romance
Movie A,2015,9.6,341412818.19,Drama
Movie A,2013,9.6,489440559.52,Drama
Movie B,1998,9.6,647519790.43,Action
Movie B,1983,9.6,886362033.72,Crime
Movie C,2020,9.6,88763316.04,Romance
Movie C,1989,9.6,142012563.3,Comedy
Movie C,2006,9.6,530861536.99,Comedy
Movie C,1988,9.6,420077944.3,Action
Movie C,2009,9.6,537912981.35,Action
Movie E,2014,9.6,830105468.2,Comedy
Movie C,2019,9.6,803920277.31,Comedy
Movie E,1993,9.6,988933441.94,Drama
Movie C,2013,9.6,215970268.82,Drama
Movie D,1995,9.6,496529255.16,Romance
Movie D,1988,9.6,572293982.22,Drama
Movie D,1990,9.6,425362597.4,Action
Movie A,1991,9.6,85059330.9,Action
Movie C,2016,9.6,171957750.91,Drama
Movie B,1993,9.6,509545726.74,Action
Movie A,2019,9.6,578095375.21,Action
Movie B,2019,9.6,382361608.01,Action
Movie A,2023,9.6,428711592.96,Crime
Movie D,1982,9.6,310219960.88,Crime
Movie C,1991,9.6,420618399.78,Action
Movie D,2017,9.6,227474862.87,Crime
Movie A,2023,9.6,643572995.59,Romance
Movie B,2012,9.6,964520897.03,Drama
Movie C,1981,9.6,535213432.12,Drama
Movie C,2008,9.6,214412608.82,Action
Movie B,1989,9.6,356202287.98,Crime
Movie A,2001,9.6,637590031.09,Crime
Movie D,1982,9.6,52002513.64,Crime
Movie C,2017,9.6,934195628.63,Comedy
Movie A,2017,9.6,429662019.65,Romance
Movie E,2003,9.6,782206614.03,Action
Movie B,1983,9.6,751238248.8,Drama
Movie D,1991,9.6,825695384.29,Action
Movie C,2018,9.6,72021820.45,Crime
Movie B,2003,9.6,982815316.94,Crime
Movie B,1999,9.6,17679724.64,Crime
Movie B,1981,9.6,336922838.7,Action
Movie B,1989,9.6,787973467.27,Comedy
Movie D,2021,9.6,100551118.02,Action
Movie C,2009,9.6,437338805.49,Drama
Movie A,2007,9.6,794958235.92,Drama
Movie C,2015,9.6,408936146.6,Romance
Movie E,1986,9.6,121331362.94,Action
Movie B,2009,9.6,841531805.42,Action
Movie C,2008,9.6,398410349.24,Romance
Movie B,2004,9.6,176033692.12,Action
Movie E,1992,9.6,803234779.66,Drama
Movie C,2010,9.6,417784687.52,Comedy
Movie E,1980,9.6,866003830.39,Action
Movie A,1999,9.6,866222585.61,Action
Movie B,2018,9.6,792579621.73,Romance
Movie D,1999,9.6,193541917.41,Drama
Movie D,1991,9.6,632013901.22,Comedy
Movie A,2008,9.6,451413299.3,Action
Movie E,2014,9.6,314374139.87,Crime
Movie C,1989,9.6,51754354.28,Romance
Movie B,2013,9.6,662293431.49,Crime
Movie C,2014,9.6,228869336.36,Romance
Movie D,1990,9.6,436919454.74,Crime
Movie B,2021,9.6,429522948.56,Romance
Movie C,2001,9.6,328874651.7,Drama
Movie E,2009,9.6,420876101.53,Action
Movie E,1980,9.6,114927337.7,Romance
Movie E,2003,9.6,976923520.54,Comedy
Movie D,2006,9.6,864580622.44,Drama
Movie A,2001,9.6,301605357.37,Romance
Movie D,1989,9.6,762936343.14,Romance
Movie C,2009,9.6,896687256.07,Crime
Movie E,2007,9.6,518381828.28,Crime
Movie C,1997,9.6,11681664.01,Comedy
Movie B,2009,9.6,175019703.15,Romance
Movie B,1985,9.6,765258514.21,Comedy
Movie D,2010,9.6,252985602.51,Action
Movie E,2003,9.6,865658103.27,Crime
Movie D,2017,9.6,178596341.29,Action
Movie E,1998,9.6,823230520.85,Comedy
Movie E,1987,9.6,195511085.86,Romance
Movie A,2003,9.6,458120818.25,Drama
Movie C,1987,9.6,728905425.41,Crime
Movie E,2012,9.6,42315474.66,Action
Movie E,2011,9.6,667385272.56,Action
Movie A,2012,9.5,922622034.61,Comedy
Movie B,2000,9.5,562946993.65,Drama
Movie C,2017,9.5,502620311.6,Romance
Movie E,2022,9.5,823138247.05,Drama
Movie E,2011,9.5,523084046.12,Drama
Movie B,2013,9.5,751639389.4,Drama
Movie E,2020,9.5,105045429.67,Comedy
Movie E,1992,9.5,829548486.39,Comedy
Movie D,1992,9.5,877560722.63,Comedy
Movie B,1983,9.5,880249610.94,Romance
Movie A,2016,9.5,575495009.29,Crime
Movie E,1981,9.5,6349897.98,Crime
Movie E,2002,9.5,620393629.55,Romance
Movie B,2020,9.5,251135373.2,Romance
Movie C,2006,9.5,882142397.55,Romance
Movie A,2010,9.5,509545726.74,Action
Movie D,2005,9.5,835545108.49,Drama
Movie B,2010,9.5,893284215.67,Drama
Movie E,2002,9.5,934199483.54,Crime
Movie C,2005,9.5,213098177.97,Romance
Movie D,2011,9.5,114896983.14,Drama
Movie D,2009,9.5,79436765.2,Crime
Movie C,1989,9.5,520344904.71,Drama
Movie B,1985,9.5,904624693.62,Action
Movie D,2006,9.5,291995786.02,Comedy
Movie C,2019,9.5,468495810.46,Crime
Movie B,2020,9.5,517395890.48,Drama
Movie A,1998,9.5,78997984.52,Drama
Movie C,1995,9.5,972491885.75,Romance
Movie C,1996,9.5,997277412.13,Drama
Movie C,2002,9.5,280965961.96,Drama
Movie A,1990,9.5,578647055.84,Comedy
Movie E,1992,9.5,3709820.39,Drama
Movie C,2000,9.5,57110918.53,Romance
Movie D,1993,9.5,562997367.29,Romance
Movie A,2011,9.5,214882375.29,Romance
Movie D,2016,9.5,648922957.25,Romance
Movie A,1999,9.5,265043940.58,Action
Movie C,1980,9.5,640766208.44,Action
Movie C,1980,9.5,252985602.51,Romance
Movie C,1983,9.5,110901506.33,Romance
Movie E,1984,9.5,598264016.32,Comedy
Movie D,2009,9.5,80678359.01,Comedy
Movie C,2009,9.5,724173002.67,Crime
Movie E,1982,9.5,555637417.18,Comedy
Movie D,1989,9.5,961399976.24,Drama
Movie B,2022,9.5,352081029.4,Romance
Movie B,1981,9.5,98805594.56,Drama
Movie D,1986,9.5,963123745.01,Crime
Movie C,2010,9.5,99834898.1,Action
Movie D,2022,9.5,11347777.26,Romance
Movie B,2008,9.5,885311515.47,Action
Movie B,1983,9.5,487796148.7,Action
Movie D,2002,9.5,938215880.23,Romance
Movie B,1991,9.5,690929128.18,Comedy
Movie C,2015,9.5,972870201.98,Drama
Movie A,1998,9.5,427352283.55,Romance
Movie E,2005,9.5,584112200.34,Comedy
Movie C,1999,9.5,475383525.72,Crime
Movie C,2019,9.5,628920072.46,Comedy
Movie A,2008,9.5,393284626.67,Comedy
Movie A,1987,9.5,931366285.72,Drama
Movie B,2010,9.5,676560970.36,Action
Movie C,1991,9.5,812258641.69,Romance
Movie C,2011,9.5,638602042.49,Comedy
Movie E,1997,9.5,757920483.01,Drama
Movie B,2008,9.5,436316455.41,Crime
Movie B,1984,9.5,699607516.52,Comedy
Movie D,2022,9.5,729776373.59,Romance
Movie E,1992,9.5,202095675.36,Crime
Movie C,1987,9.5,420016338.24,Drama
Movie C,1990,9.5,629924757.05,Action
Movie C,2006,9.5,76727476.78,Comedy
Movie A,1980,9.5,288147513.45,Drama
Movie A,1999,9.5,817586045.25,Drama
Movie E,1998,9.5,745293429.24,Drama
Movie C,2009,9.5,831592748.96,Action
Movie A,1992,9.5,643397210.79,Romance
Movie D,2003,9.5,722203653.57,Romance
Movie C,2003,9.5,159196524.65,Drama
Movie A,2013,9.5,394749643.78,Drama
Movie B,1988,9.5,723984251.61,Romance
Movie A,2003,9.5,889965365.73,Action
Movie A,2014,9.5,829420780.96,Comedy
Movie B,2008,9.5,897640629.42,Crime
Movie E,2022,9.5,684101852.16,Drama
Movie E,2018,9.4,982911659.71,Romance
Movie E,1991,9.4,152821181.24,Crime
Movie B,1991,9.4,293752558.39,Action
Movie D,2020,9.4,530861536.99,Comedy
Movie B,1994,9.4,285728843.72,Comedy
Movie A,2001,9.4,907216643.51,Drama
Movie B,2001,9.4,971726636.24,Crime
Movie A,2022,9.4,500658294.0,Comedy
Movie D,2014,9.4,390422245.56,Romance
Movie D,2006,9.4,166226651.62,Romance
Movie B,2002,9.4,539314605.39,Drama
Movie E,2021,9.4,587085438.53,Action
Movie B,1996,9.4,387531848.07,Crime
Movie D,2012,9.4,96653160.89,Crime
Movie A,1984,9.4,58654910.48,Action
Movie C,2000,9.4,12478452.78,Comedy
Movie C,2023,9.4,66200746.56,Comedy
Movie C,2002,9.4,697236656.32,Romance
Movie A,2007,9.4,878741332.11,Comedy
Movie C,2008,9.4,126957023.73,Drama
Movie E,1982,9.4,20355028.8,Romance
Movie A,1988,9.4,551026150.32,Action
Movie D,1983,9.4,366264796.74,Crime
Movie A,1998,9.4,169199609.75,Comedy
Movie D,1998,9.4,696187113.33,Crime
Movie B,1989,9.4,703627577.1,Crime
Movie D,2001,9.4,791687378.83,Action
Movie E,2019,9.4,444024526.45,Action
Movie A,2012,9.4,394676611.13,Comedy
Movie B,1992,9.4,888134032.79,Action
Movie A,1995,9.4,2709098.06,Comedy
